entry,top year,ranking,artist,track,release year,genres,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,key,mode,duration_ms,popularity
126,2011,27,Wiz Khalifa,Black and Yellow,2011-03-29,"['dance pop', 'hip hop', 'pittsburgh rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",0.684,0.834,-4.524,0.0675,0.0646,0,0.271,0.538,164.02,2,0,217667,74.0
127,2011,28,Rihanna,What's My Name?,2010-01-01,"['barbadian pop', 'pop', 'urban contemporary']",0.689,0.784,-2.972,0.074,0.182,0,0.0843,0.561,99.954,2,1,263173,74.0
128,2011,29,Beyoncé,Love On Top,2011-06-24,"['dance pop', 'pop', 'r&b']",0.652,0.749,-5.248,0.0886,0.0848,0,0.604,0.651,94.103,0,1,267413,73.0
129,2011,30,Bruno Mars,Marry You,2010-10-05,"['dance pop', 'pop']",0.621,0.82,-4.865,0.0367,0.332,0,0.104,0.452,144.905,10,1,230192,73.0
130,2011,31,Katy Perry,Last Friday Night (T.G.I.F.),2012-03-12,"['dance pop', 'pop']",0.649,0.815,-3.796,0.0415,0.00125,4.31E-05,0.671,0.765,126.03,3,0,230747,73.0
131,2011,32,Jeremih,Down On Me,2010-01-01,"['chicago rap', 'dance pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']",0.7,0.598,-7.783,0.114,0.0369,0,0.111,0.594,160.041,2,1,228453,73.0
132,2011,33,Ed Sheeran,The A Team,2011-09-09,"['pop', 'uk pop']",0.642,0.289,-9.918,0.0367,0.669,0,0.18,0.407,84.996,9,1,258373,73.0
133,2011,34,Avril Lavigne,What the Hell,2011-03-08,"['canadian pop', 'candy pop', 'dance pop', 'pop', 'post-teen pop']",0.578,0.926,-3.689,0.0548,0.00472,0.0127,0.14,0.877,149.976,6,0,220707,72.0
134,2011,35,Eric Church,Springsteen,2011-01-01,"['contemporary country', 'country', 'country road']",0.692,0.809,-5.935,0.0255,0.1,9.77E-05,0.185,0.927,104.023,2,1,263387,71.0
135,2011,36,Lil Wayne,6 Foot 7 Foot,2011-08-29,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",0.364,0.752,-5.429,0.304,0.0007,0,0.318,0.606,79.119,2,1,248587,71.0
136,2011,37,Christina Perri,Jar of Hearts,2011-05-10,"['dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop']",0.349,0.348,-6.142,0.0316,0.726,0,0.12,0.0886,74.541,3,1,246587,71.0
137,2011,38,Ed Sheeran,Lego House,2011-09-09,"['pop', 'uk pop']",0.592,0.637,-8.48,0.0992,0.562,0,0.13,0.565,159.701,11,1,185093,71.0
138,2011,39,OneRepublic,Good Life,2009-01-01,"['piano rock', 'pop']",0.634,0.69,-7.804,0.052,0.0771,0,0.132,0.645,94.988,6,1,253307,71.0
139,2011,40,Bruno Mars,The Lazy Song,2010-10-05,"['dance pop', 'pop']",0.794,0.711,-5.124,0.0699,0.3,0,0.0955,0.955,174.915,8,0,189109,71.0
140,2011,41,Pitbull,Hey Baby (Drop It to the Floor) (feat. T-Pain),2011-06-17,"['dance pop', 'miami hip hop', 'pop', 'pop rap']",0.595,0.912,-3.428,0.0884,0.0434,0,0.259,0.762,128.024,10,0,234453,71.0
141,2011,42,Chris Brown,Look At Me Now (feat. Lil' Wayne & Busta Rhymes),2011-03-22,"['dance pop', 'r&b']",0.767,0.677,-6.128,0.184,0.0339,5.51E-06,0.144,0.538,146.155,11,0,222587,70.0
142,2011,43,Jason Aldean,Dirt Road Anthem,2010-11-02,"['contemporary country', 'country', 'country road']",0.68,0.741,-5.055,0.0357,0.347,1.87E-06,0.117,0.635,127.024,2,1,229400,70.0
143,2011,44,Hot Chelle Rae,Tonight Tonight,2011-11-25,"['dance pop', 'dance rock', 'neo mellow', 'pop', 'pop rap', 'pop rock', 'post-teen pop']",0.686,0.783,-4.977,0.119,0.0764,0,0.163,0.814,99.978,4,1,200467,70.0
144,2011,45,Kesha,We R Who We R,2010-11-19,"['dance pop', 'pop', 'post-teen pop']",0.736,0.817,-4.9,0.0407,0.00987,0.00167,0.117,0.653,119.95,8,1,204760,69.0
145,2011,46,Dr. Dre,I Need A Doctor,2011-02-01,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",0.594,0.946,-4.521,0.452,0.0869,0,0.306,0.397,155.826,3,1,283733,69.0
146,2011,47,Coldplay,Every Teardrop Is a Waterfall,2011-10-24,"['permanent wave', 'pop']",0.425,0.732,-6.883,0.0396,0.00194,0.0103,0.171,0.333,117.98,9,1,240796,69.0
147,2011,48,Birdy,Skinny Love,2011-11-04,['pop'],0.379,0.29,-8.485,0.051,0.952,0.00106,0.118,0.169,166.467,4,1,201080,69.0
148,2011,49,M83,Midnight City,2011,"['french shoegaze', 'french synthpop', 'indietronica', 'metropopolis', 'neo-synthpop']",0.526,0.712,-6.525,0.0356,0.0161,0,0.179,0.32,105.009,11,0,241440,69.0
149,2011,50,Chris Brown,Yeah 3x,2011-03-22,"['dance pop', 'r&b']",0.705,0.882,-3.201,0.0445,0.000369,1.16E-06,0.0934,0.7,130.0,11,0,241667,69.0
150,2011,51,Cobra Starship,You Make Me Feel... (feat. Sabi),2011-08-29,"['dance pop', 'electropop', 'neon pop punk', 'pop punk', 'post-teen pop']",0.668,0.857,-2.944,0.0535,0.0191,6.71E-06,0.0385,0.748,131.959,7,0,215693,69.0
151,2011,52,Lupe Fiasco,The Show Goes On,2011-03-04,"['alternative hip hop', 'chicago rap', 'conscious hip hop', 'hip hop', 'political hip hop', 'pop rap', 'rap', 'southern hip hop']",0.591,0.889,-3.839,0.115,0.0189,0,0.155,0.65,143.067,7,1,239613,68.0
152,2011,53,Jason Derulo,It Girl,2011-09-16,"['dance pop', 'edm', 'pop', 'pop rap', 'post-teen pop']",0.668,0.718,-4.736,0.0605,0.0165,0,0.104,0.345,91.993,1,0,192200,68.0
153,2011,54,Lady Gaga,Born This Way,2011-01-01,"['art pop', 'dance pop', 'pop']",0.587,0.828,-5.108,0.161,0.00327,0,0.331,0.494,123.907,11,1,260253,68.0
154,2011,55,DJ Khaled,I'm On One,2011-01-01,"['hip hop', 'miami hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",0.413,0.807,-3.499,0.318,0.0536,0,0.631,0.438,149.33,11,0,296147,68.0
155,2011,56,Diddy - Dirty Money,Coming Home,2010-01-01,['hip pop'],0.392,0.839,-1.921,0.193,0.158,0,0.3,0.232,168.001,7,1,238693,67.0
156,2011,57,Beyoncé,Best Thing I Never Had,2011-06-24,"['dance pop', 'pop', 'r&b']",0.546,0.649,-4.056,0.0324,0.143,1.55E-05,0.0894,0.298,99.05,6,1,253747,67.0
157,2011,58,Katy Perry,E.T.,2012-03-12,"['dance pop', 'pop']",0.62,0.869,-5.252,0.175,0.0181,0,0.369,0.76,151.684,1,1,229573,67.0
158,2011,59,"Snoop Dogg, David Guetta",Sweat - Remix,2011-01-01,"['g funk', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'west coast rap']",0.813,0.732,-5.636,0.03,0.0597,0.00137,0.0826,0.731,130.02,7,1,195987,67.0
159,2011,60,Bad Meets Evil,Lighters,2011-01-01,"['detroit hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap']",0.676,0.695,-8.327,0.245,0.352,0,0.119,0.144,90.268,0,1,303813,67.0
160,2011,61,Usher,More - RedOne Jimmy Joker Remix,2010-11-22,"['atl hip hop', 'contemporary r&b', 'dance pop', 'pop', 'r&b', 'south carolina hip hop', 'urban contemporary']",0.551,0.893,-2.628,0.0543,0.00166,0,0.348,0.794,125.083,7,1,219987,67.0
161,2011,62,P!nk,F**kin' Perfect,2010-11-12,"['dance pop', 'pop']",0.565,0.646,-4.749,0.0335,0.0412,0,0.362,0.481,91.973,7,1,213413,67.0
162,2011,63,Kesha,Blow,2010-11-19,"['dance pop', 'pop', 'post-teen pop']",0.753,0.729,-3.862,0.0392,0.00334,5.66E-05,0.073,0.812,120.013,11,0,219973,67.0
163,2011,64,Far East Movement,Rocketeer,2010-01-01,"['asian american hip hop', 'dance pop', 'edm', 'pop rap']",0.664,0.845,-6.115,0.0461,0.181,0,0.267,0.357,96.005,4,0,211253,66.0
164,2011,65,The Band Perry,If I Die Young,2010-01-01,"['contemporary country', 'country', 'country dawn', 'country road', 'modern country rock']",0.606,0.497,-6.611,0.0277,0.348,0,0.275,0.362,130.739,4,1,222773,66.0
165,2011,66,Britney Spears,I Wanna Go,2011-03-28,"['dance pop', 'pop']",0.696,0.546,-6.55,0.0414,0.00379,3.8E-06,0.332,0.787,130.002,5,1,210267,66.0
166,2011,67,Nickelback,When We Stand Together,2011-11-14,"['alternative metal', 'canadian rock', 'nu metal', 'post-grunge']",0.446,0.9,-3.541,0.0489,0.000102,1.89E-05,0.0404,0.88,187.961,10,0,190787,65.0
167,2011,68,Lil Wayne,How To Love,2011-08-29,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",0.644,0.661,-6.093,0.0418,0.000177,5.23E-06,0.108,0.272,153.992,11,1,240307,65.0
168,2011,69,Swedish House Mafia,Save The World,2011-05-13,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'progressive electro house']",0.507,0.665,-7.598,0.0474,0.0144,0,0.0759,0.4,126.879,0,1,213338,65.0
169,2011,70,David Guetta,Where Them Girls At (feat. Nicki Minaj & Flo Rida),2011-08-24,"['big room', 'dance pop', 'edm', 'pop', 'pop dance']",0.664,0.872,-3.117,0.0396,0.0306,0,0.228,0.555,129.873,3,1,210093,64.0
170,2011,71,Red Hot Chili Peppers,The Adventures of Rain Dance Maggie,2011-08-29,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave']",0.683,0.734,-4.523,0.029,0.00112,0.0139,0.258,0.576,106.254,4,0,282400,64.0
171,2011,72,Britney Spears,Till the World Ends,2011-03-28,"['dance pop', 'pop']",0.693,0.705,-5.747,0.0665,0.0228,0,0.202,0.45,131.951,8,1,237947,63.0
172,2011,73,Keri Hilson,Pretty Girl Rock,2010-01-01,"['dance pop', 'hip pop', 'pop r&b', 'post-teen pop', 'r&b', 'urban contemporary']",0.666,0.87,-5.004,0.246,0.203,0,0.0851,0.9,160.014,11,0,243920,63.0
173,2011,74,Alexandra Stan,Mr. Saxobeat,2011-10-25,"['dance pop', 'electropop', 'romanian pop']",0.72,0.925,-4.165,0.0511,0.0276,0.000238,0.14,0.781,127.004,4,0,195105,63.0
174,2011,75,James Morrison,I Won't Let You Go,2011-01-01,"['dance pop', 'neo mellow', 'neo soul', 'pop', 'pop rock']",0.537,0.611,-6.427,0.0304,0.229,0,0.146,0.161,105.955,0,1,229303,63.0
175,2011,76,Lady Gaga,The Edge Of Glory,2011-01-01,"['art pop', 'dance pop', 'pop']",0.581,0.772,-6.544,0.0401,0.000343,0.0191,0.11,0.361,127.952,9,1,320587,63.0
176,2011,77,David Guetta,Without You (feat. Usher),2011-08-24,"['big room', 'dance pop', 'edm', 'pop', 'pop dance']",0.608,0.614,-3.727,0.0285,0.227,3.82E-06,0.157,0.402,127.885,2,1,208133,63.0
177,2011,78,Enrique Iglesias,Tonight (I'm Fuckin' You),2010,"['latin pop', 'mexican pop']",0.648,0.89,-3.982,0.0523,0.0294,3.58E-06,0.116,0.321,125.953,0,0,232213,62.0
178,2011,79,LMFAO,Sexy And I Know It,2011-01-01,"['dance pop', 'pop', 'pop rap']",0.707,0.861,-4.225,0.316,0.1,0,0.191,0.795,130.021,7,1,199480,62.0
179,2011,80,Lady A,Just A Kiss,2011-09-13,"['contemporary country', 'country', 'country dawn', 'country pop', 'country road', 'neo mellow']",0.593,0.639,-5.826,0.0307,0.446,0,0.0998,0.332,142.881,1,1,218840,62.0
180,2011,81,Kelly Rowland,Motivation,2011-01-01,"['atl hip hop', 'dance pop', 'hip pop', 'neo soul', 'pop', 'pop r&b', 'pop rap', 'post-teen pop', 'r&b', 'rap', 'urban contemporary']",0.744,0.672,-5.589,0.0418,0.187,0.000123,0.105,0.266,140.889,9,0,230560,62.0
181,2011,82,Florence + The Machine,Shake It Out,2011-01-01,"['baroque pop', 'pop', 'uk alternative pop']",0.527,0.804,-4.168,0.0358,0.0104,0,0.105,0.221,107.486,10,1,277720,62.0
182,2011,83,Blake Shelton,Honey Bee,2011-07-11,"['contemporary country', 'country', 'country road', 'oklahoma country']",0.481,0.849,-5.131,0.0385,0.00167,1.49E-06,0.121,0.723,205.57,4,1,210720,61.0
183,2011,84,Jessie J,Price Tag,2011-01-01,"['dance pop', 'pop', 'pop rap', 'post-teen pop']",0.638,0.831,-3.944,0.182,0.0281,3.06E-06,0.277,0.685,175.038,5,1,223053,61.0
184,2011,85,Jason Derulo,Don't Wanna Go Home,2011-09-16,"['dance pop', 'edm', 'pop', 'pop rap', 'post-teen pop']",0.671,0.808,-4.861,0.0652,0.02,0,0.134,0.637,121.956,2,0,206080,61.0
185,2011,86,Calvin Harris,Bounce (feat. Kelis) - Radio Edit,2012-10-29,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house', 'uk dance']",0.779,0.963,-2.125,0.0399,0.0334,0.493,0.664,0.759,127.941,2,0,222187,61.0
186,2011,87,Lykke Li,I Follow Rivers - The Magician Remix,2021-07-16,"['art pop', 'dance pop', 'electropop', 'pop', 'swedish electropop', 'swedish indie pop', 'swedish pop']",0.785,0.7,-5.81,0.0406,0.0179,0.00251,0.0823,0.296,122.031,9,0,279636,61.0
187,2011,88,Example,Changed the Way You Kiss Me - Radio Edit,2011-09-04,"['dance pop', 'hip house', 'house', 'pop dance', 'tropical house', 'uk dance']",0.578,0.857,-3.78,0.041,0.00548,0.00162,0.0948,0.188,126.979,4,0,195467,61.0
188,2011,89,Wiz Khalifa,Roll Up,2011-03-29,"['dance pop', 'hip hop', 'pittsburgh rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",0.523,0.805,-5.473,0.192,0.0524,0,0.0914,0.602,125.358,3,1,227773,61.0
189,2011,90,Olly Murs,Heart Skips a Beat (feat. Rizzle Kicks),2011-11-28,"['dance pop', 'pop', 'pop dance', 'post-teen pop', 'talent show', 'uk pop']",0.843,0.881,-3.951,0.0581,0.14,0,0.0765,0.876,110.621,9,1,202267,59.0
190,2011,91,Chase & Status,Blind Faith,2011-01-01,"['dancefloor dnb', 'drum and bass']",0.45,0.846,-4.712,0.0472,0.00523,0,0.228,0.402,140.042,9,0,233667,59.0
191,2011,92,Charlene Soraia,Wherever You Will Go,2011-10-03,['neo-singer-songwriter'],0.597,0.115,-9.217,0.0334,0.82,0.000215,0.111,0.128,111.202,9,1,197577,59.0
192,2011,93,Labrinth,Earthquake (feat. Tinie Tempah),2012-04-02,"['indie poptimism', 'pop']",0.54,0.856,-3.966,0.1,0.109,0,0.276,0.258,153.071,0,0,274600,59.0
193,2011,94,Mac Miller,Donald Trump,2011-05-17,"['hip hop', 'pittsburgh rap', 'rap']",0.636,0.901,-7.094,0.118,0.119,0,0.391,0.836,162.994,1,0,165908,58.0
194,2011,95,Rizzle Kicks,Down With The Trumpets,2011-01-01,"['dance pop', 'uk hip hop']",0.753,0.88,-4.689,0.0806,0.087,0,0.24,0.794,115.057,4,0,186851,57.0
195,2011,96,Bon Iver,Holocene,2011-06-21,"['eau claire indie', 'indie folk', 'melancholia']",0.374,0.304,-14.52,0.0302,0.943,0.298,0.126,0.147,147.969,1,1,336613,56.0
196,2011,97,David Guetta,Who's That Chick? (feat. Rihanna),2010-12-06,"['big room', 'dance pop', 'edm', 'pop', 'pop dance']",0.675,0.601,-4.733,0.116,0.00372,0,0.0458,0.931,127.938,11,0,201040,56.0
197,2011,98,Nicole Scherzinger,Don't Hold Your Breath,2011-01-01,"['dance pop', 'electropop', 'post-teen pop']",0.66,0.797,-6.096,0.0262,0.00646,0.000108,0.187,0.674,110.955,5,0,197440,55.0
198,2011,99,Noah And The Whale,L.I.F.E.G.O.E.S.O.N.,2011-01-01,['stomp and holler'],0.603,0.745,-5.79,0.0368,0.207,0,0.348,0.606,81.981,4,1,228000,55.0
199,2011,100,Various Artists,Beautiful People,2019-04-11,"['dance pop', 'r&b']",0.415,0.775,-6.366,0.161,0.0658,0.00431,0.0843,0.536,127.898,5,0,225881,54.0
200,2012,1,Bruno Mars,Locked out of Heaven,2012-12-07,"['dance pop', 'pop']",0.726,0.698,-4.165,0.0431,0.049,0,0.309,0.867,143.994,5,1,233478,85.0
201,2012,2,Carly Rae Jepsen,Call Me Maybe,2012-01-01,"['canadian pop', 'dance pop', 'electropop', 'pop', 'post-teen pop']",0.783,0.58,-6.548,0.0408,0.0114,2.28E-06,0.108,0.66,120.021,7,1,193400,71.0
202,2012,3,fun.,We Are Young (feat. Janelle Monáe),2012-02-21,"['baroque pop', 'metropopolis', 'modern rock', 'pop rock']",0.378,0.638,-5.576,0.075,0.02,7.66E-05,0.0849,0.735,184.086,10,1,250627,72.0
203,2012,4,Rihanna,Diamonds,2012-01-01,"['barbadian pop', 'pop', 'urban contemporary']",0.564,0.71,-4.92,0.0461,0.00125,0,0.109,0.393,91.972,11,0,225147,75.0
204,2012,5,"JAY-Z, Kanye West",Ni**as In Paris,2011-08-08,"['east coast hip hop', 'hip hop', 'rap']",0.789,0.858,-5.542,0.311,0.127,0,0.349,0.775,140.022,1,1,219333,82.0
205,2012,6,One Direction,What Makes You Beautiful,2012-05-25,"['boy band', 'pop', 'post-teen pop', 'talent show']",0.726,0.787,-2.494,0.0737,0.009,0,0.0596,0.888,124.99,4,1,199987,82.0
206,2012,7,Frank Ocean,Lost,2012-07-10,"['hip hop', 'lgbtq+ hip hop', 'neo soul']",0.913,0.603,-4.892,0.226,0.0272,0.000503,0.167,0.497,123.061,8,1,234093,82.0
207,2012,8,Coldplay,Paradise,2011-10-24,"['permanent wave', 'pop']",0.449,0.585,-6.761,0.0268,0.0509,8.75E-05,0.0833,0.212,139.631,5,1,278719,82.0
208,2012,9,Swedish House Mafia,Don't You Worry Child - Radio Edit,2012-09-14,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'progressive electro house']",0.612,0.84,-3.145,0.0509,0.112,0,0.116,0.438,129.042,11,0,212862,80.0
209,2012,10,Avicii,We Found Love,2011-11-19,"['barbadian pop', 'pop', 'urban contemporary']",0.735,0.766,-4.485,0.0383,0.025,0.00138,0.108,0.6,127.985,1,1,215227,79.0
210,2012,11,Calvin Harris,Levels - Radio Edit,2011-10-28,"['dance pop', 'edm', 'pop', 'pop dance', 'pop rap']",0.584,0.889,-5.941,0.0343,0.0462,0.828,0.309,0.464,126.04,1,0,199907,78.0
211,2012,12,Christina Perri,Feel So Close - Radio Edit,2012-10-29,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house', 'uk dance']",0.707,0.924,-2.842,0.031,0.000972,0.00703,0.204,0.919,127.937,7,1,206413,78.0
212,2012,13,Rihanna,A Thousand Years,2011-10-18,"['dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop']",0.421,0.407,-7.445,0.0267,0.309,0.000961,0.11,0.161,139.028,10,1,285120,78.0
213,2012,14,Neon Trees,Everybody Talks,2012-01-01,"['indie poptimism', 'modern alternative rock', 'modern rock', 'pop rock', 'rock']",0.471,0.924,-3.906,0.0586,0.00301,0,0.313,0.725,154.961,8,1,177280,77.0
214,2012,15,P!nk,Thinkin Bout You,2012-07-10,"['hip hop', 'lgbtq+ hip hop', 'neo soul']",0.721,0.339,-11.195,0.0532,0.409,0.00153,0.0973,0.2,129.83,0,1,200747,76.0
215,2012,16,Adele,Try,2012-09-18,"['dance pop', 'pop']",0.674,0.628,-7.079,0.03,0.00144,0,0.0944,0.552,103.998,2,1,247907,76.0
216,2012,17,Frank Ocean,Skyfall,2012-10-04,"['british soul', 'pop', 'pop soul', 'uk pop']",0.346,0.552,-6.864,0.0282,0.417,0,0.114,0.0789,75.881,0,0,286480,76.0
217,2012,18,Flo Rida,Wild Ones (feat. Sia),2012-06-22,"['dance pop', 'edm', 'miami hip hop', 'pop', 'pop rap']",0.608,0.86,-5.324,0.0554,0.0991,0,0.262,0.437,127.075,5,0,232947,76.0
218,2012,19,Taylor Swift,I Knew You Were Trouble.,2012-10-22,['pop'],0.622,0.469,-6.798,0.0363,0.00454,2.25E-06,0.0335,0.679,77.019,3,0,219720,76.0
219,2012,20,Train,Drive By,2012-04-17,"['dance pop', 'neo mellow', 'pop', 'pop rock']",0.765,0.837,-3.113,0.032,0.00107,1.06E-05,0.0801,0.721,122.028,1,0,195973,76.0
220,2012,21,Kesha,Die Young,2012-11-30,"['dance pop', 'pop', 'post-teen pop']",0.711,0.7,-4.805,0.046,0.00498,0.000125,0.215,0.801,128.001,1,0,211920,76.0
221,2012,22,Alicia Keys,Girl on Fire,2012-11-18,"['hip pop', 'neo soul', 'pop', 'r&b', 'urban contemporary']",0.482,0.706,-5.762,0.0607,0.135,0.00106,0.105,0.144,92.513,9,1,224920,76.0
222,2012,23,Owl City,Good Time,2012-01-01,"['indietronica', 'pop rock']",0.56,0.872,-4.269,0.14,0.0239,6.98E-06,0.371,0.682,126.05,3,1,205933,75.0
223,2012,24,"Snoop Dogg, Wiz Khalifa","Young, Wild & Free (feat. Bruno Mars)",2011-10-11,"['g funk', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'west coast rap']",0.715,0.655,-6.425,0.137,0.0525,0,0.115,0.531,95.078,0,1,207333,75.0
224,2012,25,Drake,Take Care,2011-11-15,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",0.629,0.515,-10.358,0.265,0.0267,1.22E-05,0.0888,0.299,121.845,0,0,277387,75.0
225,2012,26,James Arthur,Impossible,2013-11-04,"['pop', 'talent show', 'uk pop']",0.376,0.695,-4.782,0.0933,0.135,0,0.11,0.302,169.533,0,0,209440,75.0
226,2012,27,Linkin Park,BURN IT DOWN,2012-06-20,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal']",0.585,0.972,-4.45,0.0534,0.0143,0,0.0707,0.585,110.006,9,0,230253,74.0
227,2012,28,Flo Rida,Whistle,2012-06-22,"['dance pop', 'edm', 'miami hip hop', 'pop', 'pop rap']",0.747,0.937,-5.746,0.0453,0.0208,0,0.29,0.739,103.976,0,1,224653,76.0
228,2012,29,Rihanna,Where Have You Been,2011-11-19,"['barbadian pop', 'pop', 'urban contemporary']",0.719,0.847,-6.34,0.0916,0.00201,0.0204,0.223,0.444,127.963,0,0,242680,74.0
229,2012,30,Pitbull,International Love (feat. Chris Brown),2011-06-17,"['dance pop', 'miami hip hop', 'pop', 'pop rap']",0.67,0.855,-3.035,0.0499,0.0124,0,0.335,0.648,120.05,0,0,227280,74.0
230,2012,31,Gotye,Somebody That I Used To Know,2011-01-01,['australian pop'],0.864,0.495,-7.036,0.037,0.591,0.000133,0.0992,0.72,129.062,0,1,244973,74.0
231,2012,32,Taylor Swift,We Are Never Ever Getting Back Together,2012-10-22,['pop'],0.628,0.676,-5.911,0.0916,0.00957,2.65E-05,0.121,0.75,85.984,7,1,193147,74.0
232,2012,33,The Lumineers,Ho Hey,2012-04-03,"['folk-pop', 'pop', 'stomp and holler']",0.685,0.466,-9.074,0.0304,0.794,2.06E-06,0.0915,0.353,79.936,0,1,163133,73.0
233,2012,34,One Direction,Little Things,2012-11-12,"['boy band', 'pop', 'post-teen pop', 'talent show']",0.709,0.22,-11.856,0.0327,0.811,0,0.175,0.53,110.076,7,1,219040,73.0
234,2012,35,Olly Murs,Troublemaker (feat. Flo Rida),2012-11-26,"['dance pop', 'pop', 'pop dance', 'post-teen pop', 'talent show', 'uk pop']",0.762,0.863,-3.689,0.0561,0.015,0,0.125,0.965,106.012,0,0,185587,73.0
235,2012,36,Drake,Good Feeling,2012-06-22,"['dance pop', 'edm', 'miami hip hop', 'pop', 'pop rap']",0.706,0.89,-4.444,0.0688,0.0588,0.00286,0.306,0.684,128.011,1,0,248133,75.0
236,2012,37,Flo Rida,The Motto,2011-11-15,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",0.766,0.442,-8.558,0.356,0.000107,6.12E-05,0.111,0.39,201.8,1,1,181573,73.0
237,2012,38,Katy Perry,Part Of Me,2012-03-12,"['dance pop', 'pop']",0.678,0.918,-4.63,0.0355,0.000417,0,0.0744,0.769,130.028,5,1,216160,72.0
238,2012,39,Nicki Minaj,Live While We're Young,2012-11-12,"['boy band', 'pop', 'post-teen pop', 'talent show']",0.663,0.857,-2.16,0.0544,0.0542,0,0.144,0.931,126.039,2,1,200213,73.0
239,2012,40,Phillip Phillips,Starships,2011-01-01,"['dance pop', 'hip pop', 'pop', 'queens hip hop', 'rap']",0.747,0.716,-2.457,0.075,0.135,0,0.251,0.751,125.008,11,0,210627,72.0
240,2012,41,PSY,Gangnam Style (강남스타일),2012-01-01,"['k-pop', 'k-rap', 'korean old school hip hop']",0.727,0.937,-2.871,0.286,0.00417,0,0.091,0.749,132.067,11,0,219493,72.0
241,2012,42,MARINA,"Gone, Gone, Gone",2012-01-01,"['folk-pop', 'neo mellow', 'pop rock', 'post-teen pop']",0.664,0.642,-5.961,0.038,0.129,0,0.114,0.501,118.002,6,1,209693,72.0
242,2012,43,alt-J,Primadonna,2012-04-30,"['dance pop', 'electropop', 'metropopolis', 'pop', 'uk alternative pop']",0.66,0.689,-2.671,0.0337,0.0884,0,0.0922,0.427,127.98,4,0,221075,71.0
243,2012,44,One Direction,Breezeblocks,2012-09-18,"['indie rock', 'modern rock']",0.615,0.658,-7.299,0.0343,0.096,0.000911,0.205,0.293,150.093,5,1,227080,70.0
244,2012,45,Katy Perry,Payphone,2012-01-01,['pop'],0.739,0.756,-4.828,0.0394,0.0136,0,0.37,0.523,110.028,4,1,231387,70.0
245,2012,46,Maroon 5,The One That Got Away,2012-03-12,"['dance pop', 'pop']",0.687,0.792,-4.023,0.0353,0.000802,0,0.2,0.864,133.962,1,0,227333,72.0
246,2012,47,Kanye West,Mercy,2012-01-01,"['chicago rap', 'rap']",0.563,0.496,-9.381,0.406,0.0685,5.8E-05,0.173,0.426,139.993,6,0,329320,70.0
247,2012,48,Phillip Phillips,Princess of China,2011-10-24,"['permanent wave', 'pop']",0.42,0.69,-6.221,0.0347,0.00385,0.015,0.287,0.237,85.014,9,0,239216,69.0
248,2012,49,Coldplay,Give Your Heart a Break,2011-01-01,"['dance pop', 'pop', 'post-teen pop']",0.651,0.695,-3.218,0.0487,0.23,0,0.144,0.569,123.008,6,1,205347,69.0
